Holdings details,,,,,,,,,
,BF2GC59,Magnolia Oil & Gas Corp,MGY,0.16%,"Oil, Gas & Consumable Fuels",US,---,"$57,605,158.80 ","2,539,910"
,BF0SR29,Hamilton Lane Inc,HLNE,0.16%,Capital Markets,US,---,"$57,589,809.75 ","501,435"
,2614487,Insmed Inc,INSM,0.16%,Biotechnology,US,---,"$57,389,325.84 ","2,070,322"
,BZ1LFG7,Roku Inc,ROKU,0.16%,Entertainment,US,---,"$57,059,563.86 ","903,127"
,BPF0BB7,Freshworks Inc,FRSH,0.16%,Software,US,---,"$56,660,354.52 ","2,772,033"
,2206721,Coca-Cola Consolidated Inc,COKE,0.16%,Beverages,US,---,"$56,021,663.20 ","66,629"
,2590930,Middleby Corp/The,MIDD,0.16%,Machinery,US,---,"$54,727,995.84 ","359,674"
,2049175,Advanced Energy Industries Inc,AEIS,0.16%,"Electronic Equipment, Instruments & Components",US,---,"$54,577,261.20 ","539,301"
,B19FQ48,Amicus Therapeutics Inc,FOLD,0.16%,Biotechnology,US,---,"$54,376,312.04 ","4,241,522"
,BFFK0X2,Essential Properties Realty Trust Inc,EPRT,0.15%,Diversified REITs,US,---,"$53,975,226.47 ","2,259,323"
,2401195,Haemonetics Corp,HAE,0.15%,Health Care Equipment & Supplies,US,---,"$53,642,416.42 ","735,029"
,BYLY8H1,Evolent Health Inc,EVH,0.15%,Health Care Technology,US,---,"$53,445,076.26 ","1,576,086"
,BD420Q8,Axcelis Technologies Inc,ACLS,0.15%,Semiconductors & Semiconductor Equipment,US,---,"$53,421,128.46 ","474,138"
,2944742,WD-40 Co,WDFC,0.15%,Household Products,US,---,"$52,533,853.43 ","195,737"
,2007281,Insperity Inc,NSP,0.15%,Professional Services,US,---,"$52,070,674.50 ","511,550"
,BYN7H26,Alarm.com Holdings Inc,ALRM,0.15%,Software,US,---,"$52,059,430.62 ","687,798"
,2889155,ACI Worldwide Inc,ACIW,0.15%,Software,US,---,"$51,636,876.03 ","1,569,033"
,BGR7KH2,YETI Holdings Inc,YETI,0.15%,Leisure Products,US,---,"$51,609,687.84 ","1,257,546"
,2693914,TriNet Group Inc,TNET,0.15%,Professional Services,US,---,"$51,470,516.82 ","402,082"
,B06RWD1,Cogent Communications Holdings Inc,CCOI,0.15%,Diversified Telecommunication Services,US,---,"$51,293,218.14 ","633,954"
,BMX6JW3,JFrog Ltd,FROG,0.15%,Software,US,---,"$50,997,983.58 ","1,138,602"
,BVB3BV2,Box Inc,BOX,0.15%,Software,US,---,"$50,964,418.49 ","1,976,131"
,BYQCZ35,Madison Square Garden Sports Corp,MSGS,0.14%,Entertainment,US,---,"$50,248,611.90 ","267,010"
,B1P5YY8,AeroVironment Inc,AVAV,0.14%,Aerospace & Defense,US,---,"$49,910,629.92 ","393,648"
,BYT4ST5,iRhythm Technologies Inc,IRTC,0.14%,Health Care Equipment & Supplies,US,---,"$49,859,458.95 ","420,223"
,BGDQ8B3,Axonics Inc,AXNX,0.14%,Health Care Equipment & Supplies,US,---,"$49,681,736.46 ","731,259"
,BZ22CY6,Rapid7 Inc,RPD,0.14%,Software,US,---,"$49,352,536.98 ","842,481"
,BFXX5X8,Verra Mobility Corp,VRRM,0.14%,Professional Services,US,---,"$49,330,872.88 ","2,281,724"
,B3KFWW1,Transocean Ltd,RIG,0.14%,Energy Equipment & Services,US,---,"$49,269,903.90 ","10,505,310"
,BYSLHX4,Hilton Grand Vacations Inc,HGV,0.14%,"Hotels, Restaurants & Leisure",US,---,"$49,093,379.28 ","1,093,881"
,2891826,FormFactor Inc,FORM,0.14%,Semiconductors & Semiconductor Equipment,US,---,"$48,502,684.49 ","1,127,183"
,B03L311,Ormat Technologies Inc,ORA,0.14%,Independent Power and Renewable Electricity Producers,US,---,"$48,388,859.50 ","742,730"
,2630085,Neogen Corp,NEOG,0.14%,Health Care Equipment & Supplies,US,---,"$48,307,114.53 ","2,810,187"
,BCRYTK1,Independence Realty Trust Inc,IRT,0.14%,Residential REITs,US,---,"$47,619,908.64 ","3,252,726"
,BYQBFJ8,Arrowhead Pharmaceuticals Inc,ARWR,0.13%,Biotechnology,US,---,"$47,173,999.50 ","1,469,595"
,BDCWFT8,Liberty Energy Inc,LBRT,0.13%,Energy Equipment & Services,US,---,"$46,828,763.66 ","2,190,307"
,BH3Z4P3,New Fortress Energy Inc,NFE,0.13%,"Oil, Gas & Consumable Fuels",US,---,"$46,817,128.60 ","1,331,924"
,B3BRJZ8,John Bean Technologies Corp,JBT,0.13%,Machinery,US,---,"$46,761,578.08 ","460,796"
,BN6RJM0,Northern Oil & Gas Inc,NOG,0.13%,"Oil, Gas & Consumable Fuels",US,---,"$46,657,448.82 ","1,305,834"
,BMBP1Q0,Flywire Corp,FLYW,0.13%,Financial Services,US,---,"$46,635,230.96 ","1,642,664"
,B2QH310,Iridium Communications Inc,IRDM,0.13%,Diversified Telecommunication Services,US,---,"$46,587,440.10 ","1,609,238"
,BKDS4H5,BILL Holdings Inc,BILL,0.13%,Software,US,---,"$46,358,066.64 ","732,008"
,BF27XF9,Simply Good Foods Co/The,SMPL,0.13%,Food Products,US,---,"$45,901,788.76 ","1,293,737"
,B4N0JJ6,Visteon Corp,VC,0.13%,Automobile Components,US,---,"$45,527,519.52 ","402,471"
,BD3WZS6,BlackLine Inc,BL,0.13%,Software,US,---,"$45,274,397.64 ","798,068"
,BR1YSF0,Viper Energy Inc,VNOM,0.13%,"Oil, Gas & Consumable Fuels",US,---,"$44,996,070.86 ","1,245,049"
,B23DBK6,Genpact Ltd,G,0.13%,Professional Services,US,---,"$44,508,142.00 ","1,309,063"
,BMBVND9,Wolfspeed Inc,WOLF,0.13%,Semiconductors & Semiconductor Equipment,US,---,"$44,471,016.18 ","1,709,109"
,BYZR4X4,Axsome Therapeutics Inc,AXSM,0.13%,Pharmaceuticals,US,---,"$44,448,453.92 ","546,184"
,2106780,Choice Hotels International Inc,CHH,0.13%,"Hotels, Restaurants & Leisure",US,---,"$44,406,709.94 ","396,701"
,BPLQR66,Braze Inc,BRZE,0.13%,Software,US,---,"$44,249,650.60 ","777,674"
,BN0TQD2,Marqeta Inc,MQ,0.13%,Financial Services,US,---,"$44,198,089.51 ","6,768,467"
,BYQ44Y5,LCI Industries,LCII,0.13%,Automobile Components,US,---,"$43,843,559.60 ","348,020"
,BGMGM89,SpringWorks Therapeutics Inc,SWTX,0.12%,Biotechnology,US,---,"$43,652,635.68 ","886,168"
,2675097,Pinnacle Financial Partners Inc,PNFP,0.12%,Banks,US,---,"$43,620,406.72 ","527,326"
,BMD22Y4,Doximity Inc,DOCS,0.12%,Health Care Technology,US,---,"$43,434,254.55 ","1,538,585"
,BF1GM16,Cactus Inc. Class A,WHD,0.12%,Energy Equipment & Services,US,---,"$43,393,951.80 ","945,402"
,BKWD3M9,Progyny Inc,PGNY,0.12%,Health Care Providers & Services,US,---,"$43,042,106.80 ","1,178,590"
,2270500,Diodes Inc,DIOD,0.12%,Semiconductors & Semiconductor Equipment,US,---,"$42,816,183.30 ","629,835"
,BMVMJ12,Cerevel Therapeutics Holdings Inc,CERE,0.12%,Biotechnology,US,---,"$42,679,688.00 ","1,040,968"
,BYWMQJ2,Alteryx Inc. Class A,AYX,0.12%,Software,US,---,"$42,185,413.24 ","878,131"
,BK6L288,Beam Therapeutics Inc,BEAM,0.12%,Biotechnology,US,---,"$41,905,958.71 ","1,061,179"
,BKTNTS0,Sprout Social Inc,SPT,0.12%,Software,US,---,"$41,310,967.72 ","668,246"
,2713317,ACADIA Pharmaceuticals Inc,ACAD,0.12%,Biotechnology,US,---,"$41,302,848.44 ","1,777,231"
,2113393,Boston Beer Co Inc/The,SAM,0.12%,Beverages,US,---,"$40,526,264.66 ","131,519"
,BR1GTS6,NEXTracker Inc,NXT,0.12%,Electrical Equipment,US,---,"$40,414,738.88 ","718,612"
,2232050,Credit Acceptance Corp,CACC,0.12%,Consumer Finance,US,---,"$40,293,222.40 ","72,784"
,BD9F675,Riot Platforms Inc,RIOT,0.11%,Software,US,---,"$40,072,291.72 ","2,837,981"
,BMGNBJ2,C3.ai Inc,AI,0.11%,Software,US,---,"$40,056,329.54 ","1,083,482"
,BLD13F2,Credo Technology Group Holding Ltd,CRDO,0.11%,Semiconductors & Semiconductor Equipment,US,---,"$39,787,223.28 ","1,847,132"
,BD0NN55,Innovative Industrial Properties Inc,IIPR,0.11%,Industrial REITs,US,---,"$39,725,048.01 ","405,399"
,2229126,Columbia Sportswear Co,COLM,0.11%,"Textiles, Apparel & Luxury Goods",US,---,"$39,694,259.53 ","480,037"
,BYZM6C2,Intellia Therapeutics Inc,NTLA,0.11%,Biotechnology,US,---,"$39,532,493.00 ","1,230,775"
,2675860,Pegasystems Inc,PEGA,0.11%,Software,US,---,"$39,313,558.08 ","604,452"
,2715186,Quaker Chemical Corp,KWR,0.11%,Chemicals,US,---,"$39,151,835.50 ","195,271"
,B6ZC3N6,TripAdvisor Inc,TRIP,0.11%,Interactive Media & Services,US,---,"$39,026,827.98 ","1,455,139"
,BNZJHH8,Remitly Global Inc,RELY,0.11%,Financial Services,US,---,"$38,660,211.18 ","1,874,889"
,2512149,Kratos Defense & Security Solutions Inc,KTOS,0.11%,Aerospace & Defense,US,---,"$38,655,047.04 ","2,119,246"
,BWWCK85,National Storage Affiliates Trust,NSA,0.11%,Specialized REITs,US,---,"$38,625,668.68 ","1,078,628"
,2165383,California Water Service Group,CWT,0.11%,Water Utilities,US,---,"$38,395,153.42 ","836,678"
,2473150,Inter Parfums Inc,IPAR,0.11%,Personal Care Products,US,---,"$37,337,452.32 ","254,481"
,BKM4KV0,Q2 Holdings Inc,QTWO,0.11%,Software,US,---,"$37,257,173.07 ","805,909"
,BP0PQT0,HashiCorp Inc,HCP,0.11%,Software,US,---,"$37,124,123.19 ","1,424,017"
,2764188,SM Energy Co,SM,0.11%,"Oil, Gas & Consumable Fuels",US,---,"$36,826,283.43 ","841,359"
,B474ZK7,Envestnet Inc,ENV,0.10%,Software,US,---,"$36,682,661.10 ","711,870"
,2718594,Dorman Products Inc,DORM,0.10%,Automobile Components,US,---,"$36,486,223.90 ","387,245"
,B6T0518,Post Holdings Inc,POST,0.10%,Food Products,US,---,"$36,382,150.56 ","349,291"
,BYQRFY1,Teladoc Health Inc,TDOC,0.10%,Health Care Technology,US,---,"$36,143,336.84 ","2,396,773"
,B7KCD72,Yelp Inc,YELP,0.10%,Interactive Media & Services,US,---,"$36,090,970.04 ","938,891"
,BFYF094,Frontdoor Inc,FTDR,0.10%,Diversified Consumer Services,US,---,"$36,067,575.04 ","1,150,114"
,BYXB1Y8,Sunrun Inc,RUN,0.10%,Electrical Equipment,US,---,"$35,924,458.36 ","2,983,759"
,BKY83Q6,Oscar Health Inc,OSCR,0.10%,Insurance,US,---,"$35,907,868.56 ","2,208,356"
,2216010,CONMED Corp,CNMD,0.10%,Health Care Equipment & Supplies,US,---,"$35,643,927.68 ","443,774"
,B15RZR4,Mueller Water Products Inc,MWA,0.10%,Machinery,US,---,"$35,203,334.00 ","2,263,880"
,2698782,IPG Photonics Corp,IPGP,0.10%,"Electronic Equipment, Instruments & Components",US,---,"$35,069,239.15 ","406,129"
,2155306,MasTec Inc,MTZ,0.10%,Construction & Engineering,US,---,"$34,418,815.20 ","456,120"
,BYWPZW7,Sonos Inc,SONO,0.10%,Household Durables,US,---,"$34,329,127.68 ","1,810,608"
,BM9HZ11,Arcadium Lithium PLC,ALTM,0.10%,Chemicals,US,---,"$34,239,576.33 ","6,236,717"
,BYYGJZ9,Impinj Inc,PI,0.10%,Semiconductors & Semiconductor Equipment,US,---,"$34,201,806.12 ","313,146"
,2696117,Papa John's International Inc,PZZA,0.10%,"Hotels, Restaurants & Leisure",US,---,"$33,974,063.76 ","472,584"
,B828K63,TG Therapeutics Inc,TGTX,0.10%,Biotechnology,US,---,"$33,947,645.76 ","1,971,408"
,BYTC1B2,Surgery Partners Inc,SGRY,0.10%,Health Care Providers & Services,US,---,"$33,943,251.55 ","1,093,885"
,BYNWB63,PJT Partners Inc,PJT,0.10%,Capital Markets,US,---,"$33,262,026.60 ","315,579"
,BMFPJK6,ACV Auctions Inc,ACVA,0.10%,Commercial Services & Supplies,US,---,"$33,219,764.00 ","1,871,536"
,2347277,CorVel Corp,CRVL,0.09%,Health Care Providers & Services,US,---,"$33,205,960.00 ","136,090"
,2158781,Cal-Maine Foods Inc,CALM,0.09%,Food Products,US,---,"$33,071,237.48 ","575,252"
,BG3G1B4,LGI Homes Inc,LGIH,0.09%,Household Durables,US,---,"$33,063,053.82 ","289,798"
,BM9VY27,QuidelOrtho Corp,QDEL,0.09%,Health Care Equipment & Supplies,US,---,"$32,992,512.00 ","723,520"
,BLDRF10,Inari Medical Inc,NARI,0.09%,Health Care Equipment & Supplies,US,---,"$32,660,016.36 ","708,153"
,2442547,Perficient Inc,PRFT,0.09%,IT Services,US,---,"$32,645,503.15 ","503,245"
,BM9FJ13,Recursion Pharmaceuticals Inc,RXRX,0.09%,Biotechnology,US,---,"$32,445,787.64 ","2,410,534"
,BMDP209,Privia Health Group Inc,PRVA,0.09%,Health Care Providers & Services,US,---,"$32,403,260.88 ","1,451,759"
,2495529,Kilroy Realty Corp,KRC,0.09%,Office REITs,US,---,"$32,134,205.88 ","848,092"
,BN6KXF0,Ginkgo Bioworks Holdings Inc,DNA,0.09%,Chemicals,US,---,"$32,049,871.84 ","21,085,442"
,BMDJ085,Shoals Technologies Group Inc,SHLS,0.09%,Electrical Equipment,US,---,"$31,563,583.37 ","2,460,139"
,BGLN838,LiveRamp Holdings Inc,RAMP,0.09%,Software,US,---,"$31,495,677.18 ","900,391"
,BNZJHY5,Clearwater Analytics Holdings Inc,CWAN,0.09%,Software,US,---,"$31,352,109.60 ","1,820,680"
,BN15Y35,MP Materials Corp,MP,0.09%,Metals & Mining,US,---,"$31,301,799.75 ","2,057,975"
,BGKG6G7,Twist Bioscience Corp,TWST,0.09%,Biotechnology,US,---,"$31,142,354.12 ","792,628"
,BDZ30Q0,Arvinas Inc,ARVN,0.09%,Pharmaceuticals,US,---,"$31,111,907.20 ","676,640"
,2508386,Plug Power Inc,PLUG,0.09%,Electrical Equipment,US,---,"$30,921,804.54 ","8,759,718"
,BCRY5K3,Fox Factory Holding Corp,FOXF,0.09%,Automobile Components,US,---,"$30,911,400.62 ","611,018"
,BN48ZR2,Phillips Edison & Co Inc,PECO,0.09%,Retail REITs,US,---,"$30,902,372.16 ","865,128"
,BFXC911,Guardant Health Inc,GH,0.09%,Health Care Providers & Services,US,---,"$30,809,906.00 ","1,621,574"
,B17VCN9,PTC Therapeutics Inc,PTCT,0.09%,Biotechnology,US,---,"$30,776,855.35 ","1,091,765"
,2813552,AMN Healthcare Services Inc,AMN,0.09%,Health Care Providers & Services,US,---,"$30,762,696.46 ","546,698"
,BN4LSB6,Allegro MicroSystems Inc,ALGM,0.09%,Semiconductors & Semiconductor Equipment,US,---,"$30,689,776.12 ","974,588"
,B8SW166,Dave & Buster's Entertainment Inc,PLAY,0.09%,"Hotels, Restaurants & Leisure",US,---,"$30,687,064.38 ","497,037"
,B7KH3G6,Ambarella Inc,AMBA,0.09%,Semiconductors & Semiconductor Equipment,US,---,"$30,609,374.40 ","548,064"
,2883641,Tennant Co,TNC,0.09%,Machinery,US,---,"$30,591,408.54 ","270,266"
,BX3SQS1,Astrana Health Inc,ASTH,0.09%,Health Care Providers & Services,US,---,"$30,379,975.44 ","674,511"
,2746700,Rogers Corp,ROG,0.09%,"Electronic Equipment, Instruments & Components",US,---,"$30,186,838.99 ","269,357"
,BMYRFV6,PROCEPT BioRobotics Corp,PRCT,0.09%,Health Care Equipment & Supplies,US,---,"$30,018,124.86 ","620,979"
,BP2S437,R1 RCM Inc,RCM,0.09%,Health Care Providers & Services,US,---,"$29,813,144.60 ","2,121,932"
,BMWP7H2,Dutch Bros Inc,BROS,0.08%,"Hotels, Restaurants & Leisure",US,---,"$29,694,859.83 ","1,019,391"
,BD2B4V0,Denali Therapeutics Inc,DNLI,0.08%,Biotechnology,US,---,"$29,660,228.68 ","1,499,506"
,2768663,St Joe Co/The,JOE,0.08%,Real Estate Management & Development,US,---,"$29,567,626.90 ","548,870"
,BZ07DS4,Cable One Inc,CABO,0.08%,Media,US,---,"$29,543,784.00 ","64,789"
,BJ7JPH4,PagerDuty Inc,PD,0.08%,Software,US,---,"$29,353,312.80 ","1,214,955"
,BF5D6S8,Cargurus Inc,CARG,0.08%,Interactive Media & Services,US,---,"$29,298,437.64 ","1,323,326"
,BM9GT61,Certara Inc,CERT,0.08%,Health Care Technology,US,---,"$29,276,233.12 ","1,734,374"
,BMC8TD1,nCino Inc,NCNO,0.08%,Software,US,---,"$29,246,213.84 ","980,101"
,BMC73Z8,QuantumScape Corp,QS,0.08%,Automobile Components,US,---,"$29,231,486.13 ","4,662,119"
,2655583,Oceaneering International Inc,OII,0.08%,Energy Equipment & Services,US,---,"$28,794,449.84 ","1,457,209"
,2598246,NeoGenomics Inc,NEO,0.08%,Health Care Providers & Services,US,---,"$28,767,648.00 ","1,844,080"
,2173933,Topgolf Callaway Brands Corp,MODG,0.08%,Leisure Products,US,---,"$28,510,203.04 ","2,002,121"
,BLBLMD5,Array Technologies Inc,ARRY,0.08%,Electrical Equipment,US,---,"$28,347,125.40 ","2,078,235"
,BNC23Q1,DigitalOcean Holdings Inc,DOCN,0.08%,IT Services,US,---,"$28,314,143.52 ","746,681"
,B3S4L67,Calix Inc,CALX,0.08%,Communications Equipment,US,---,"$28,244,525.65 ","809,995"
,2938422,Veeco Instruments Inc,VECO,0.08%,Semiconductors & Semiconductor Equipment,US,---,"$28,038,344.46 ","774,326"
,B00SCY1,Corcept Therapeutics Inc,CORT,0.08%,Pharmaceuticals,US,---,"$28,036,205.00 ","1,193,030"
,BNKVRZ7,Sotera Health Co,SHC,0.08%,Life Sciences Tools & Services,US,---,"$27,618,535.09 ","1,840,009"
,BKPGJQ1,Squarespace Inc,SQSP,0.08%,IT Services,US,---,"$27,579,169.28 ","828,701"
,BMF9G85,Sitio Royalties Corp,STR,0.08%,"Oil, Gas & Consumable Fuels",US,---,"$26,992,819.56 ","1,182,858"
,B8JFD24,Gentherm Inc,THRM,0.08%,Automobile Components,US,---,"$26,980,183.72 ","474,502"
,2458878,Blackbaud Inc,BLKB,0.08%,Software,US,---,"$26,950,867.68 ","389,576"
,BL53QN5,Upstart Holdings Inc,UPST,0.08%,Consumer Finance,US,---,"$26,931,899.25 ","1,045,899"
,BLR4TK4,agilon health Inc,AGL,0.08%,Health Care Providers & Services,US,---,"$26,919,551.72 ","4,391,444"
,BN46048,Hims & Hers Health Inc,HIMS,0.08%,Health Care Providers & Services,US,---,"$26,888,232.24 ","2,061,981"
,BL96T19,Opendoor Technologies Inc,OPEN,0.08%,Real Estate Management & Development,US,---,"$26,866,513.52 ","8,722,894"
,BMPRZV5,Kymera Therapeutics Inc,KYMR,0.08%,Biotechnology,US,---,"$26,710,088.30 ","625,529"
,B02H882,Cohen & Steers Inc,CNS,0.07%,Capital Markets,US,---,"$26,142,906.20 ","355,444"
,B84KWJ4,United Parks & Resorts Inc,PRKS,0.07%,"Hotels, Restaurants & Leisure",US,---,"$26,125,750.30 ","508,778"
,B43VKB8,Six Flags Entertainment Corp,SIX,0.07%,"Hotels, Restaurants & Leisure",US,---,"$26,030,793.74 ","1,027,261"
,BLG38Q1,Moelis & Co,MC,0.07%,Capital Markets,US,---,"$26,030,419.52 ","481,688"
,BKTPCS7,BRP Group Inc,BRP,0.07%,Insurance,US,---,"$25,885,703.22 ","930,471"
,BNSNZQ2,Leonardo DRS Inc,DRS,0.07%,Aerospace & Defense,US,---,"$25,854,108.66 ","1,138,446"
,BDD1BB8,Bloom Energy Corp,BE,0.07%,Electrical Equipment,US,---,"$25,583,054.70 ","2,917,110"
,2289841,Dycom Industries Inc,DY,0.07%,Construction & Engineering,US,---,"$25,497,980.69 ","201,581"
,B3PY1N7,RLJ Lodging Trust,RLJ,0.07%,Hotel & Resort REITs,US,---,"$25,425,314.47 ","2,141,981"
,B82GC49,Legalzoom.com Inc,LZ,0.07%,Professional Services,US,---,"$25,286,241.20 ","2,039,213"
,BF3W461,Tandem Diabetes Care Inc,TNDM,0.07%,Health Care Equipment & Supplies,US,---,"$25,122,502.33 ","943,391"
,BMX6DM1,Vertex Inc,VERX,0.07%,Software,US,---,"$24,906,521.06 ","741,707"
,BFTWZY0,Veracyte Inc,VCYT,0.07%,Biotechnology,US,---,"$24,884,837.55 ","1,056,681"
,2420101,Helmerich & Payne Inc,HP,0.07%,Energy Equipment & Services,US,---,"$24,850,461.24 ","647,316"
,BNSNZL7,Coursera Inc,COUR,0.07%,Diversified Consumer Services,US,---,"$24,824,887.79 ","1,544,797"
,BP484B3,IonQ Inc,IONQ,0.07%,"Technology Hardware, Storage & Peripherals",US,---,"$24,544,777.32 ","2,369,187"
,2469171,J & J Snack Foods Corp,JJSF,0.07%,Food Products,US,---,"$24,345,874.80 ","167,810"
,BJN4MY9,Fastly Inc,FSLY,0.07%,IT Services,US,---,"$24,217,783.38 ","1,703,079"
,BDFGDQ0,Tidewater Inc,TDW,0.07%,Energy Equipment & Services,US,---,"$24,091,930.69 ","344,023"
,BLD30T1,Clear Secure Inc,YOU,0.07%,Software,US,---,"$23,803,202.50 ","1,236,530"
,BYM9ZP2,Lumentum Holdings Inc,LITE,0.07%,Communications Equipment,US,---,"$23,408,150.27 ","482,941"
,BGRFWV4,Upwork Inc,UPWK,0.07%,Professional Services,US,---,"$23,215,505.60 ","1,772,176"
,BKV28S8,Schrodinger Inc/United States,SDGR,0.07%,Health Care Technology,US,---,"$23,156,353.74 ","909,519"
,2144047,Mercury Systems Inc,MRCY,0.07%,Aerospace & Defense,US,---,"$23,055,846.51 ","771,873"
,BKPG0T1,Janus International Group Inc,JBI,0.07%,Building Products,US,---,"$22,855,876.40 ","1,592,744"
,BPLYVM4,Liberty Media Corp-Liberty Formula One,FWONA,0.07%,Entertainment,US,---,"$22,788,391.95 ","347,649"
,B0C8KV2,AtriCure Inc,ATRC,0.07%,Health Care Equipment & Supplies,US,---,"$22,778,338.96 ","651,368"
,BLPNRR6,Magnite Inc,MGNI,0.07%,Media,US,---,"$22,773,596.84 ","1,894,642"
,BZ2YT30,Goosehead Insurance Inc,GSHD,0.07%,Insurance,US,---,"$22,746,517.65 ","300,681"
,BKYC3F7,Cimpress PLC,CMPR,0.06%,Commercial Services & Supplies,US,---,"$22,623,746.31 ","230,831"
,BKS48R6,SiTime Corp,SITM,0.06%,Semiconductors & Semiconductor Equipment,US,---,"$22,538,642.50 ","243,661"
,BMH0MP5,ServisFirst Bancshares Inc,SFBS,0.06%,Banks,US,---,"$22,389,354.42 ","354,318"
,2836292,STAAR Surgical Co,STAA,0.06%,Health Care Equipment & Supplies,US,---,"$22,062,094.12 ","706,213"
,2855930,Beyond Inc,BYON,0.06%,Specialty Retail,US,---,"$21,956,114.60 ","654,820"
,2553911,Steven Madden Ltd,SHOO,0.06%,"Textiles, Apparel & Luxury Goods",US,---,"$21,955,912.18 ","512,749"
,2177504,Carpenter Technology Corp,CRS,0.06%,Metals & Mining,US,---,"$21,884,089.65 ","338,501"
,BP0TR77,Lucid Group Inc,LCID,0.06%,Automobiles,US,---,"$21,836,040.60 ","6,616,982"
,BNLYJ59,Paycor HCM Inc,PYCR,0.06%,Professional Services,US,---,"$21,704,517.12 ","1,027,676"
,BPW6ZP0,DigitalBridge Group Inc,DBRG,0.06%,Real Estate Management & Development,US,---,"$21,668,480.46 ","1,179,558"
,BD4LHG4,Ingevity Corp,NGVT,0.06%,Chemicals,US,---,"$21,549,677.04 ","471,753"
,B1YWQK0,PROS Holdings Inc,PRO,0.06%,Software,US,---,"$21,533,726.50 ","602,342"
,2787022,Cavco Industries Inc,CVCO,0.06%,Household Durables,US,---,"$21,330,005.07 ","57,251"
,BJ7WJS2,Peloton Interactive Inc,PTON,0.06%,Leisure Products,US,---,"$21,272,227.40 ","4,706,245"
,BYPBTB9,Appian Corp,APPN,0.06%,Software,US,---,"$21,038,248.00 ","603,680"
,BLFDQC4,Asana Inc,ASAN,0.06%,Software,US,---,"$21,035,679.70 ","1,067,801"
,BN0TQF4,Zeta Global Holdings Corp,ZETA,0.06%,Software,US,---,"$21,011,287.50 ","2,001,075"
,BYSS4X4,Novocure Ltd,NVCR,0.06%,Health Care Equipment & Supplies,US,---,"$20,913,490.62 ","1,366,002"
,2344922,Jack in the Box Inc,JACK,0.06%,"Hotels, Restaurants & Leisure",US,---,"$20,845,296.00 ","285,552"
,BCZM468,Masonite International Corp,DOOR,0.06%,Building Products,US,---,"$20,656,194.24 ","158,601"
,BRS6600,Boot Barn Holdings Inc,BOOT,0.06%,Specialty Retail,US,---,"$20,258,702.50 ","219,013"
,BGCYWN8,Xencor Inc,XNCR,0.06%,Biotechnology,US,---,"$20,213,832.15 ","880,777"
,2465737,InterDigital Inc,IDCC,0.06%,Software,US,---,"$19,897,051.38 ","185,919"
,BN71J76,Madison Square Garden Entertainment Corp,MSGE,0.06%,Entertainment,US,---,"$19,456,810.47 ","505,503"
,BDZCRX3,RingCentral Inc,RNG,0.06%,Software,US,---,"$19,271,008.02 ","576,631"
,2516613,Lindsay Corp,LNN,0.05%,Machinery,US,---,"$19,034,836.71 ","159,541"
,B3X26D8,Pacira BioSciences Inc,PCRX,0.05%,Pharmaceuticals,US,---,"$18,968,522.52 ","638,241"
,BNNTCT7,Enovix Corp,ENVX,0.05%,Electrical Equipment,US,---,"$18,931,555.50 ","1,941,698"
